"ID","atten","gratitude","guilt","indebtedness","choice","vignette","order","gra.group","gui.group","ind.group"
"5dddb4071e70dad3885f1601","I am paying attention ","Much John","Somewhat John","Somewhat John","John (no conditions)",1,"A","John","John","John"
"6508539e00904258a8a2bdf2","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",1,"B","John","John","John"
"65c1158c42ae46b4f170955f","I am paying attention.","Much John","Somewhat John","Much John","John (no conditions)",3,"B","John","John","John"
"62029a55ef1cb18a1337c61a","I am paying attention","Much John","Much John","Much John","Peter (conditions)",2,"A","John","John","John"
"63d698af12a4d488c5fdf05a","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",2,"B","John","John","John"
"604b9e6373c491acd8aec923","I am paying attention","Somewhat John","Somewhat Peter","Somewhat Peter","John (no conditions)",2,"B","John","Peter","Peter"
"61082e086188b2dd15182697","I am paying attention ","Somewhat Peter","Somewhat John","Somewhat John","Peter (conditions)",3,"A","Peter","John","John"
"6111997b776e4a117a04cccb","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",2,"A","John","John","Peter"
"5a74d7f717ef3500016ff92a","I am paying attention","Somewhat John","Somewhat John","Much John","Peter (conditions)",1,"A","John","John","John"
"6056bcf1cee7a41435889255","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",3,"A","John","John","Peter"
"5db783d50fcd4a000b1021e9","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",1,"B","John","John","Peter"
"65ca3e7cadd05f164402ca13","I am paying attention","Much John","Somewhat John","Somewhat Peter","John (no conditions)",2,"A","John","John","Peter"
"65980f73048d02626828cd2c","I am paying attention ","Much John","Somewhat John","Much John","John (no conditions)",1,"B","John","John","John"
"6516faa7fe0884acf2ada266","I am paying attention ","Much John","Much John","Much Peter","John (no conditions)",3,"B","John","John","Peter"
"5a889897b093f80001a7f1e2","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",1,"A","John","John","John"
"65a55b77f79fb9641a532b13","I am paying attention","Much John","Much John","Much John","John (no conditions)",1,"B","John","John","John"
"63d41123bd9ac5e95fc74616","I am paying attention","Much Peter","Much John","Much John","Peter (conditions)",1,"A","Peter","John","John"
"62a7c4d5266dfb89bf94fec8","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",3,"B","John","John","Peter"
"654cede3e7e7f75c59cc6064","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",1,"A","John","John","John"
"63e52250d3c1483ed7be8ed8","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",3,"A","John","John","John"
"63220fb95b15e676e19d7af8","I am paying attention","Somewhat John","Somewhat John","Much John","John (no conditions)",3,"A","John","John","John"
"5f0d06846a31b81d18e83097","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",2,"A","John","John","Peter"
"5e70bf61017e070009a8a738","I am paying attention","Much John","Much Peter","Much Peter","John (no conditions)",3,"B","John","Peter","Peter"
"5af709b825561e00013acd7e","I am paying attention ","Much John","Much Peter","Much John","John (no conditions)",2,"A","John","Peter","John"
"5ef8dcdad9a3d864a1dea285","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",3,"B","John","John","John"
"61532109e21fff7c56edc8b6","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",2,"B","John","John","John"
"5bfccf1a0ef0390001381d50","I am paying attention","Somewhat John","Somewhat John","Somewhat Peter","John (no conditions)",1,"A","John","John","Peter"
"5885f97f41da4500014d3645","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",1,"B","John","John","John"
"5a381de00006450001bf2691","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",3,"A","John","John","John"
"6021522cc0eec00d2e4ab6c7","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",3,"A","John","John","John"
"5c3003e370d93a000122ca7c","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",2,"B","John","John","John"
"63d13d00a2e69ec8e1956a07","I am paying attention","Much John","Somewhat Peter","Much John","John (no conditions)",2,"B","John","Peter","John"
"614dd661c1fb4b13a7e99d64","I am paying attention","Somewhat John","Somewhat Peter","Much Peter","John (no conditions)",2,"B","John","Peter","Peter"
"5513256cfdf99b1607b1f47b","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",3,"B","John","John","John"
"59ea4e1116ecc200016ff81e","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",3,"A","John","John","John"
"5c3433ea8464370001892798","I am paying attention ","Much John","Much Peter","Much John","John (no conditions)",2,"B","John","Peter","John"
"5febd397ad8fbad21bcd6182","I am paying attention","Much John","Much Peter","Much Peter","John (no conditions)",3,"A","John","Peter","Peter"
"5fc98fe1b105424d4b03381b","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",3,"A","John","John","John"
"5dd86784dcec8782b85cb5bb","I am paying attention","Much Peter","Somewhat John","Much Peter","Peter (conditions)",1,"A","Peter","John","Peter"
"641386b1cb9a9c1e3569d4ee","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",1,"B","John","John","John"
"5c3144d37626080001a88836","I am paying attention","Somewhat John","Much John","Somewhat John","John (no conditions)",3,"B","John","John","John"
"614fd56753386a7c522d5feb","I am paying attention","Much John","Much Peter","Much Peter","John (no conditions)",3,"B","John","Peter","Peter"
"63f779f8e3d660cb75774fe8","I am paying attention","Somewhat John","Much Peter","Much Peter","John (no conditions)",3,"B","John","Peter","Peter"
"60b7d18beb67181cd97d7ac5","I am paying attention ","Much John","Somewhat John","Much John","John (no conditions)",3,"B","John","John","John"
"6110abe160a80a8e7d5e3a06","I am paying attention ","Much John","Somewhat John","Somewhat John","John (no conditions)",3,"A","John","John","John"
"65b51386e18537e4b2628143","I am paying attention","Somewhat John","Somewhat John","Much John","Peter (conditions)",1,"B","John","John","John"
"5e542a0c4b7e8c42fafa7216","I am paying attention","Much John","Much Peter","Much Peter","Peter (conditions)",2,"A","John","Peter","Peter"
"5d8998025e8a740001d6e2f1","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",1,"B","John","John","John"
"5efcd4b274e5620cb4ddbe89","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",1,"B","John","John","John"
"645906dc264ac9eb66b7f3ec","I am paying attention","Somewhat John","Somewhat John","Somewhat Peter","John (no conditions)",1,"B","John","John","Peter"
"5e2ac2aa0038f21089a533a4","I am paying attention","Somewhat John","Somewhat John","Much John","John (no conditions)",2,"B","John","John","John"
"5d8a29c082fec30001d9c24a","I am paying attention","Much John","Much Peter","Much John","John (no conditions)",2,"B","John","Peter","John"
"6412bab4656975f5c0d183af","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",2,"A","John","John","John"
"65cbcbfc57d4fe3a641278e6","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",1,"A","John","John","John"
"6431fa7dd113eda38603cabc","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",1,"B","John","John","John"
"63fa6f8dc3d4ec40b5397847","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",3,"A","John","John","John"
"601f6a2231a2904b79df1671","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",2,"B","John","John","John"
"57334d427d01ed00098e8e69","I am paying attention","Somewhat John","Much John","Much John","John (no conditions)",1,"A","John","John","John"
"59874dcc6ab9880001b5ade8","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",3,"A","John","John","John"
"5898b6e256357700011c2c6b","I am paying attention","Much John","Somewhat Peter","Much Peter","John (no conditions)",3,"A","John","Peter","Peter"
"5f4e786b08d145055962a9b8","I am paying attention","Somewhat John","Somewhat John","Much Peter","Peter (conditions)",2,"B","John","John","Peter"
"5fb025d26f5aaa39152578fa","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",2,"A","John","John","John"
"5bf4afe0b8e9f800014c9c0b","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",2,"B","John","John","John"
"5be1ac50ca095c0001b9f717","I am paying attention","Much John","Much John","Much Peter","John (no conditions)",3,"B","John","John","Peter"
"65b67d694e4470060789b82c","I am paying attention","Somewhat Peter","Somewhat John","Somewhat John","Peter (conditions)",2,"A","Peter","John","John"
"559d303cfdf99b7e7408f0c2","I am paying attention","Much John","Much John","Somewhat John","John (no conditions)",2,"A","John","John","John"
"614ef4f3b9e5a2f0388fc374","I am paying attention","Somewhat Peter","Somewhat John","Somewhat John","Peter (conditions)",2,"A","Peter","John","John"
"59b8b9856495ef00019fbc20","I am paying attention","Somewhat John","Much John","Somewhat John","Peter (conditions)",1,"B","John","John","John"
"63b6ffb02943686f4f354741","I am paying attention","Much John","Somewhat Peter","Much Peter","John (no conditions)",1,"A","John","Peter","Peter"
"5838b7f07a9bad0001584d20","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",3,"B","John","John","Peter"
"60e36e6ecb9f00e7b4dab92e","I am paying attention","Much Peter","Much John","Much Peter","Peter (conditions)",2,"A","Peter","John","Peter"
"60ff5190684833abfae45bd0","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",3,"B","John","John","John"
"5b4d39f2d4c93b00019c8217","I am paying attention.","Somewhat John","Somewhat Peter","Much Peter","John (no conditions)",3,"B","John","Peter","Peter"
"64416693b9184dbb9b169324","I am paying attention","Much John","Somewhat John","Much John","Peter (conditions)",1,"A","John","John","John"
"60bff9298f56d55c8ecd9adf","I am paying attention","Somewhat John","Somewhat John","Much Peter","John (no conditions)",2,"B","John","John","Peter"
"62b5dd0fb9686d325c7d1f15","I am paying attention","Much John","Much John","Much Peter","John (no conditions)",1,"B","John","John","Peter"
"5ee526f3eca1a22601d187f4","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",1,"A","John","John","John"
"6010e0dab98c814912076b27","I am paying attention","Somewhat John","Somewhat John","Much John","Peter (conditions)",1,"B","John","John","John"
"631542cace8d3c032e1acbd0","'I am paying attention'","Much John","Much Peter","Much Peter","Peter (conditions)",2,"A","John","Peter","Peter"
"6400e1da013c92ee33537ed8","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",1,"A","John","John","John"
"5f7b23f279695405e99e9390","I am paying attention","Much John","Much Peter","Much Peter","John (no conditions)",2,"B","John","Peter","Peter"
"643ebf44db98b64228ffb5a1","I am paying attention","Much Peter","Much John","Much John","Peter (conditions)",3,"A","Peter","John","John"
"5f7529755aaa0e1a6e804640","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",3,"A","John","John","John"
"60816f846749f7930fdeb161","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",2,"B","John","John","John"
"64f1f404809fb79511978ea5","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",1,"B","John","John","John"
"5bfd83b1a6d6a0000158ecd5","I am paying attention","Much John","Somewhat Peter","Somewhat Peter","John (no conditions)",3,"B","John","Peter","Peter"
"611af7dc150eb89a935edc3c","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",1,"B","John","John","Peter"
"65959a63cb30f7348aba06f0","I am paying attention","Somewhat John","Much John","Somewhat John","Peter (conditions)",2,"A","John","John","John"
"61705235c277934df17055e6","I am paying attention","Somewhat John","Much Peter","Much Peter","Peter (conditions)",1,"A","John","Peter","Peter"
"62850d0754941f925e1af397","I am paying attention","Somewhat John","Somewhat John","Much John","John (no conditions)",1,"A","John","John","John"
"65b92135e296f28cb1a093c3","I am paying attention","Somewhat Peter","Somewhat John","Somewhat John","Peter (conditions)",2,"B","Peter","John","John"
"5f117601aeef1d5095578b01","I am paying attention","Somewhat John","Much Peter","Somewhat John","John (no conditions)",3,"B","John","Peter","John"
"5df3c82961b48a2907204173","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",1,"A","John","John","John"
"596bac33670f410001fe9c07","I am paying attention","Somewhat John","Somewhat John","Much John","John (no conditions)",1,"A","John","John","John"
"648343299ec8050d10aee27d","I am paying attention","Much John","Somewhat Peter","Somewhat Peter","John (no conditions)",3,"B","John","Peter","Peter"
"5a8c2da3eea3d300016ea27c","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",3,"B","John","John","John"
"6284fc9d0fecc2c6f5f86655","I am paying attention ","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",2,"B","John","John","John"
"656b9fe2848e68e0b05440f2","I am paying attention","Much John","Much John","Much John","John (no conditions)",3,"B","John","John","John"
"6132542039ead71f30971bd6","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",3,"B","John","John","John"
"628f7e982aad1788d940317a","I am paying attention ","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",1,"B","John","John","John"
"57c304c04814b5000171d4ce","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",3,"A","John","John","John"
"657c647083725d46e64b50cc","I am paying attention","Much John","Somewhat Peter","Much Peter","John (no conditions)",3,"A","John","Peter","Peter"
"5fd9227fbeeb773aa4d6c986","I am paying attention","Somewhat John","Somewhat Peter","Somewhat John","John (no conditions)",1,"A","John","Peter","John"
"6529648ca1ade4b6c9e876f4","I am paying attention","Much Peter","Much John","Much John","Peter (conditions)",3,"A","Peter","John","John"
"614fdfcd552f1cd4e0d8b8f5","I am paying attention","Somewhat John","Somewhat John","Much John","Peter (conditions)",1,"B","John","John","John"
"603d4b59302d07a6d9043acc","I am paying attention","Somewhat Peter","Much John","Somewhat John","Peter (conditions)",2,"A","Peter","John","John"
"55a43278fdf99b02ff6caf89","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",1,"B","John","John","John"
"656607db0fc2ad7c7b0948fa","I am paying attention","Much John","Somewhat Peter","Much John","John (no conditions)",1,"B","John","Peter","John"
"5bddc463712eb800010d2e4d","I am paying attention","Much John","Much Peter","Much John","John (no conditions)",3,"A","John","Peter","John"
"63ea974c81ff0fffe7fb8613","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",2,"B","John","John","John"
"5e9746fb1eed951eed404015","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",2,"B","John","John","Peter"
"647fbfa8a2c006cbd09a7166","I am paying attention","Somewhat Peter","Somewhat John","Somewhat John","Peter (conditions)",1,"A","Peter","John","John"
"6483f9ebf7986bdbdbc0598c","I am paying attention","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",2,"A","John","John","John"
"5cb4ba4be73904000194a733","I am paying attention","Somewhat John","Much John","Much John","John (no conditions)",2,"B","John","John","John"
"608437f0b139060610c9f0c1","I am paying attention","Somewhat John","Somewhat Peter","Somewhat John","John (no conditions)",3,"A","John","Peter","John"
"5d75c56a52c89d0017df611c","I am paying attention","Much John","Somewhat John","Much Peter","John (no conditions)",2,"A","John","John","Peter"
"631f3abc8826b6e7e8982648","I am paying attention","Somewhat John","Much John","Much John","Peter (conditions)",2,"A","John","John","John"
"5f6be2474140c215c8ebbe52","I am paying attention.","Much John","Somewhat John","Somewhat John","John (no conditions)",3,"A","John","John","John"
"5b1487d330d562000155f1c7","I am paying attention","Somewhat John","Somewhat John","Somewhat Peter","John (no conditions)",1,"A","John","John","Peter"
"59e62b6277860e0001512e14","I am paying attention","Somewhat John","Somewhat Peter","Somewhat John","John (no conditions)",3,"B","John","Peter","John"
"65639c2f102822f13aa7531c","I am paying attention","Much Peter","Somewhat John","Much John","Peter (conditions)",2,"B","Peter","John","John"
"5b20c5e04c72120001f25dda","I am paying attention","Much John","Much Peter","Somewhat Peter","John (no conditions)",2,"A","John","Peter","Peter"
"5e1c138a2bf9514062e4de6b","I am paying attention","Somewhat John","Somewhat John","Somewhat John","Peter (conditions)",3,"A","John","John","John"
"5e3adfc595ff562fbdd130fa","I am paying attention","Somewhat John","Somewhat John","Much John","John (no conditions)",2,"A","John","John","John"
"62728884995a1a76605d0214","I am paying attention","Somewhat John","Somewhat Peter","Somewhat John","Peter (conditions)",1,"A","John","Peter","John"
"62da9d7b354d04d65a778e2d","I am paying attention","Much John","Much Peter","Much Peter","John (no conditions)",2,"A","John","Peter","Peter"
"607ec88e68df02237867c4ac","I am paying attention ","Much John","Somewhat Peter","Much Peter","John (no conditions)",1,"B","John","Peter","Peter"
"65a710fc2b70524088c5539c","I am paying attention","Much John","Somewhat John","Somewhat Peter","John (no conditions)",2,"A","John","John","Peter"
"645ff03216381bea1acfcc03","I am paying attention ","Much John","Much Peter","Somewhat Peter","John (no conditions)",3,"B","John","Peter","Peter"
"6275757da6d861932cb9beb4","I am paying attention","Much John","Somewhat Peter","Somewhat John","John (no conditions)",3,"A","John","Peter","John"
"65b0f18969517a9f0d6398a8","I am paying attention","Much John","Somewhat Peter","Much John","John (no conditions)",1,"B","John","Peter","John"
"6407af454d0bd6f071456fa4","I am paying attention","Much John","Much John","Somewhat John","John (no conditions)",2,"B","John","John","John"
"65a3e897bf76685e310cac38","I am paying attention","Much John","Much Peter","Much John","John (no conditions)",3,"B","John","Peter","John"
"647e0f22b1d466181ae694c4","I am paying attention","Much John","Much John","Much John","Peter (conditions)",2,"B","John","John","John"
"6092dea4efd6d61350f0fdbf","I am paying attention","Much John","Somewhat John","Much John","John (no conditions)",3,"A","John","John","John"
"5f23ff398626c51fdd6c3fb5","I am paying attention","Much John","Somewhat Peter","Much Peter","John (no conditions)",2,"B","John","Peter","Peter"
"5dd55652f30aa650f027e1c2","I am paying attention","Much John","Much John","Much John","Peter (conditions)",3,"B","John","John","John"
"64d12a70e6bc34c6c54d0097","I am paying attention","Much John","Much John","Much John","John (no conditions)",1,"B","John","John","John"
"5c475608cae0ab000188cb6e","I am paying attention","Much John","Somewhat John","Somewhat John","John (no conditions)",2,"A","John","John","John"
"62db005bae68d37fe24b50da","I am paying attention","Much John","Much Peter","Much Peter","John (no conditions)",1,"A","John","Peter","Peter"
"6562c55e28c4121b6401c0c7","I am paying attention","Somewhat John","Somewhat Peter","Somewhat Peter","John (no conditions)",1,"A","John","Peter","Peter"
"5abe4f25fa3b4e000173303f","I am paying attention","Much Peter","Much John","Much John","Peter (conditions)",1,"A","Peter","John","John"
"655e6197c977aeaeaaf4a808","I am paying attention","Somewhat John","Somewhat Peter","Somewhat John","Peter (conditions)",3,"A","John","Peter","John"
"656535cfb6e6bea3d8637deb","I am paying attention","Somewhat John","Somewhat Peter","Somewhat John","John (no conditions)",2,"B","John","Peter","John"
"63d69e4d6648b39324fdf0ad","I am paying attention","Somewhat John","Somewhat Peter","Much John","John (no conditions)",3,"B","John","Peter","John"
"55bd8669fdf99b5bfc7d4cfc","I am paying attention","Somewhat John","Somewhat Peter","Somewhat Peter","John (no conditions)",2,"A","John","Peter","Peter"
"5c3272172f0f3500010284c0","I am paying attention ","Somewhat John","Somewhat John","Somewhat John","John (no conditions)",1,"A","John","John","John"
"5e3079c558a8c8073fdb1ff9","I am paying attention ","Somewhat Peter","Somewhat John","Somewhat Peter","John (no conditions)",1,"B","Peter","John","Peter"
"5e5e623737be5e1762ad4418","I am paying attention","Much John","Somewhat Peter","Much John","John (no conditions)",2,"A","John","Peter","John"
"5f276d8f38b9f857f5cebf21","I am paying attention","Much John","Somewhat Peter","Somewhat Peter",NA,2,"A","John","Peter","Peter"
